Study_Hours_Per_Day,Extracurricular_Hours_Per_Day,Sleep_Hours_Per_Day,Social_Hours_Per_Day,Physical_Activity_Hours_Per_Day,GPA,Stress_Level
8.676027848956075,2.236151351133372,8.87311094906525,2.0032295912562543,1.9824703138119302,3.1877562160496535,High
7.73531721380396,1.755156695713792,4.948010496784227,0.8440883587659441,8.57497526263099,3.1359187193200047,High
6.553095151242306,1.9901144347000899,9.431635282225209,1.6448697494277138,4.151944760166764,2.9498132031783397,Moderate
7.1585929685003,2.8912946261346337,6.0427670336204615,0.534065908351756,7.043974749868712,2.8938837605845555,Moderate
9.477722967430616,3.4168322841332452,8.417679584682965,2.8391017195687835,0.4375887921172752,3.351608837760133,High
8.853606533995558,0.8815283379357706,9.4860062508178,2.469759204683455,2.225481484992791,3.1361840726041224,Moderate
5.808242297931977,1.7115470151092091,9.1584002535091,5.216925168945684,1.7512713346055997,2.856080865480718,Moderate
4.594331129195383,2.080644177995828,7.013987874197439,1.2145686296052733,8.260216845301128,2.679705188249963,Low
9.59900781497435,1.392814708331583,7.507491289471213,3.6995212907225388,1.319926831443939,3.2541980183247583,High
6.747163655847376,3.7941021547383778,9.888949875479732,0.9751663559840003,2.6380612781572257,2.6749029011261523,Low
6.640721495689414,0.1521020550816197,8.1441573065864,2.889675343714336,6.471348494262896,2.965275044832669,Moderate
5.408563803651353,1.2287579973995135,9.159434413577555,1.3280882212632292,7.027524265313274,2.830361088480932,Low
9.817688311417715,1.1658254990025356,8.276544388793008,3.4377299038980977,0.7118529704427264,3.216564022290893,High
6.152653044848114,2.9055626551079943,6.699579008688912,3.6803183384141267,4.280671105829141,3.0630785069725848,Moderate
5.522324518549775,3.5290717310724196,6.605046628001979,0.8413327520148725,7.804574535842416,3.244079575816092,Low
5.153295824543052,2.340076358052069,8.504518680789865,0.09948188018546074,7.4713758551895975,2.4661986953099833,Low
8.135298516848794,0.6314854194359234,8.529907124319353,2.5010772815689517,3.995039171945824,3.2593446639535655,High
9.752283948738036,0.5856713501257191,6.6257973182302035,0.7516349691478849,6.372913471149078,3.656861478717879,High
8.942132965212288,2.0246734313037114,7.5134128217007765,0.9438033527650287,3.69972399959288,3.111678012229726,High
5.58769534202362,3.5821082016854233,9.695812525600573,3.496812359219908,2.311593844507895,2.5771520012485136,Low
8.619194425488518,3.6201928541113406,9.216812438118712,1.7980989312363356,0.4458878570363692,3.0346605034581056,High
8.3708974313709,0.32610286708592257,5.950005233324919,5.381818257103237,3.9867747693211912,3.330698658578709,High
5.025910217380313,0.48781048964145746,7.684781906309513,4.026264915944269,6.566579456568774,2.615873549477913,Low
8.283951609245044,0.8419226980686985,8.83320302703847,1.6105279146195612,4.645622556548412,3.509767810433466,High
8.361911395711065,3.3699669319340164,8.275194999491042,2.5890214594042424,1.5418829950428772,3.076991657616017,High
5.430788371109242,1.3422613407750075,6.109862475780744,1.6571386508579369,9.566517531889698,2.762625272620409,Low
9.448275791061118,2.4230391422407505,8.926510266370842,1.6701344178550463,1.2140869798449692,3.5278200685197247,High
7.873769409213133,1.812455314847071,6.142863019963595,4.529929906745681,3.333775494709277,2.977337111726418,Moderate
9.619774273266643,3.7691682194632317,9.749541642366177,0.44799247600269704,0.2872477890951157,3.540177315818754,High
4.9415911503122345,3.572360886622125,7.297646730580326,5.95395274502958,2.7519227970610376,2.6008082011473896,Low
9.577900459505432,1.285110370582227,5.725689866623994,3.4985245701126737,3.910082654840087,3.100963593314929,High
9.609197204371727,2.803846806942828,7.953316246106978,0.5093672988108169,3.4087855018120257,3.4731807189780457,High
9.596704371865522,3.1087603416214966,8.401281030903707,1.9726176990715112,0.8664953136552674,3.1823479960355354,High
6.681109773363104,1.1146876953335871,9.18468660827738,4.777238058369685,2.159549293660899,3.1051373774268365,Moderate
9.157671973636187,2.4736975344312526,8.38781308112489,2.998334735064564,0.7344716697397555,3.989964008341038,High
9.335772585887764,1.3993424398337935,6.597825852679319,0.6676114793733943,5.628398197114346,3.346251910003827,High
7.2713870803809115,2.223208171027376,6.544185301273912,3.597678646402556,4.476547952680996,3.152295128164431,Moderate
5.052707951014407,0.30603919687888453,8.920837518038203,2.1056460290231733,7.126353700469577,2.774722648255326,Low
8.82129688096011,0.9355782490599046,7.657394715290243,0.8283018151735129,5.930807113618429,3.093529761863265,High
5.461086846893316,2.220501116179945,7.738628830966769,3.921663712035906,5.433245914409829,2.3882832877962987,Low
9.167871114408639,0.8761694590630278,7.078911498184979,0.5970962944241718,6.250519256963259,3.3940244616550737,High
5.061204477932039,3.7521702566578186,9.295930784903655,3.8617809669659917,1.6953482094987469,2.543288453496619,Low
5.6522072150404155,1.0519821248474914,7.389061481709938,4.426513220782701,5.1006806186269324,2.8376654957072827,Low
8.376184811897904,1.0198410210328495,9.911417039176174,3.379593238221681,1.4137692663214452,3.6937016069855417,High
7.073664238316309,1.00772628031104,6.816129651068675,4.38950898558884,4.816033782705797,3.2875282533977486,Moderate
4.918129235656236,0.5988411792074831,5.213240480258375,0.4325564465917565,13.177735420888682,2.858030616243575,High
7.649671440172422,0.14563986521650057,7.52834969855343,2.8190110035434954,5.824139138050009,3.25811098600251,Moderate
5.866878158756191,1.6017675230542179,6.922612543848738,3.436911692710734,5.984443680405848,2.7735423093713036,Low
6.887073757680925,2.634671917219867,7.527483588037345,4.862910957970359,1.9788215515525516,3.1000767506252487,Moderate
8.352861678296362,0.9239820868474032,5.335293611793787,3.9773372642481966,5.223548997804109,3.3108017316186933,High
9.671642783547917,2.187264711012012,7.265000580243774,3.3437061485632684,1.8472356620705086,3.40187350409745,High
7.32571776198242,2.1995476169227657,9.743858601929917,1.9203749719492906,2.3361539233725357,3.1077540242408603,Moderate
5.231566253909226,1.3526650952967076,9.143986917614432,0.1890348005699986,8.558297690101568,2.7233238649294376,Moderate
9.162047686551029,0.862278003430087,5.659018955454382,4.201845498583525,3.9677247146519914,3.5808399520111425,High
8.71311568021041,3.1386391146648447,6.441646411589947,0.8037864560008126,4.374864066166682,3.3651197915669777,High
8.729113845904525,3.133847350698106,10.151296938968535,0.6646052066912577,1.2518795528973201,3.589506528349321,High
6.716650447498621,3.5803582007742394,9.06611227937956,1.7316560148223046,2.110327438940426,2.8938879972271585,Moderate
8.886733348470825,3.075551817330118,5.501522400287172,5.2754120756441285,1.1669301744295077,3.5895532508510044,High
6.538838163601134,3.7301839055373187,7.128931280327347,0.0,6.687971198953497,3.028777392571971,Moderate
9.416044980388872,0.29299262827622297,6.411164350687692,5.861340709101311,1.5253785464202172,3.424794802804384,High
8.138062480422784,1.9228208408514371,6.429703851949719,2.3615213376551534,5.386183109688164,3.3658325514181207,High
8.376109599666673,2.978718682103262,8.985302387218006,2.8122600730162115,0.19948765262064627,3.2584319518927725,High
5.321106037996554,2.182244248524737,7.234353288589255,5.390538162018319,3.7566932893027305,2.5913207474940143,Low
6.805918735007906,0.7156964360238396,5.676769184388781,4.7083351403246,6.456408753245663,2.885896313539768,High
5.453374028217511,2.713446443036766,5.450493411372056,4.656397655091949,5.662315810099219,2.846023500055017,High
8.52463808454781,0.156900297102967,5.564237380263897,5.768948198847512,4.282650770416813,2.9933146558182098,High
9.004899396561859,3.937818474280585,10.020905193199585,0.8587392667137709,0.21640404448449638,3.0665906588351515,High
6.823776100138165,0.1773283601981352,8.719446337223117,3.4400722281780594,4.626106502118037,3.201792996025908,Moderate
5.803794710134483,1.961753224885623,5.504046403963732,2.9324927579459543,8.761934006096228,2.7967439382790262,High
5.130936148017926,0.5304740681017951,5.42180316804548,3.930551404686566,8.861841851628139,2.877002161617777,High
9.756726306809338,1.485199555223813,6.436224826650725,5.064915040687759,1.2549187914776727,3.758273543013295,High
6.152125811010799,4.035006211935774,4.961649021643936,5.7316597384067025,3.0715163626448256,2.943913546704335,High
5.423410398142122,2.154325049041094,10.069500334419745,3.3368098071267323,3.4413863876248576,2.819372815681127,Low
8.014098178012654,2.6781603572244004,7.214657241003856,3.6075685237964077,2.0942690599662854,3.4205549558659234,High
5.299317730059867,1.0828834470948125,9.690196729090028,5.4350909697481855,2.715673678464271,2.8463922185630834,Low
7.20672517758888,2.4081276346293956,6.229021554319739,1.2974689604306726,7.125432248011845,2.665007963201675,Moderate
7.837866618777003,0.30089020442786407,9.89372522156651,5.737471834731891,0.0,3.0701608423445714,Moderate
8.455478206307339,2.1040605223415536,6.656885254027127,4.695835774298115,2.0637322866626624,3.1527842381824525,High
9.610143145102578,3.3352126834363918,9.32226279510412,0.9751685205533129,0.20479202081775902,3.5088842920909173,High
8.356935575953946,1.7538756121520669,9.862686689277972,3.8879336189110014,1.0327804166020296,3.411190831482598,High
9.83583939706402,0.5712349599894722,8.019260103949298,2.1788643866218895,3.354484155144145,3.382838105922695,High
9.908568418322393,3.516684811548963,9.18249118779458,0.7048942395903929,0.9121682830229755,3.137984130056125,High
5.503926079036207,3.564179235093734,9.005957601026857,5.7520441807911995,0.2830252690412367,2.666277123317075,Low
10.026444940159001,2.2780848195517702,8.835908246942045,2.950511007086481,0.0,3.3879608252488502,High
7.287738848202653,0.49831368496643347,9.743364861797744,3.5392136095599205,2.832665197243171,3.2279286737802537,Moderate
5.930666089952629,2.7060168487342744,8.071943351243911,1.721839874487357,5.438467224628092,3.0229515829779503,Moderate
7.506134230441843,3.0929452515066207,7.595654122080329,5.007901806313945,0.6370592693008086,2.995291491090424,Moderate
7.589168727441713,2.264065758985551,9.415228660163796,1.9256500927669495,2.656316235470354,3.2695650990297698,Moderate
8.453590220238533,0.8902541573538033,5.742057083408164,0.43569684049304935,9.075991066672632,3.5504687042254193,High
6.97540783466385,2.505977906485779,7.005382226919953,2.667268151344233,4.895849469341893,2.93206916445932,Moderate
7.390180214390043,3.0280609857096596,6.914582806220944,3.7722162787361517,2.8677271542257117,3.328819207788666,Moderate
9.466623757490348,3.910028911694325,5.492820539264379,4.740194708414094,0.4675652060749883,3.052339599129189,High
7.282779245940694,3.8941339846884193,7.481051916821368,1.4438277865998277,3.537967919065314,3.067976647401635,Moderate
8.226211821928807,0.7901943757830991,5.479459392447662,0.7689776810350976,8.772625787721282,3.2799178194992877,Low
5.883540224696381,1.4235755494413616,9.346520060007952,3.1671585620122364,4.241358796499841,2.70070867337989,Low
8.534066240594182,0.646781673402075,5.730328110762013,0.0,8.949329949561653,3.14323142854636,High
5.8104259192198295,0.3915082550997087,5.518097086513154,2.6913357371333895,9.220752917094705,2.677773053345627,High
5.938458670259718,1.6303542579863513,7.584033255569012,4.059743508709835,5.062105364139892,2.7285499911537334,Moderate
9.416964877292385,3.6552236489791157,5.379234644204689,1.6576956745355762,4.232330410700791,3.4848236917065227,High
9.089144875673075,3.0886445085450376,5.969272059430022,1.0953630280695363,4.698365944493175,3.287620273331256,High
8.059682207992667,1.823465996592796,7.354333170995397,4.335253477779148,2.947367128719579,2.735333294435233,High
5.339379610815654,0.9206212964599934,8.61217979252652,5.40170263325227,4.031604356437238,3.4120265704336536,Low
5.666901086690434,1.7976282947509337,7.666044422348758,1.532021777595947,7.452525807076868,3.052565726766065,Low
6.504214810406325,1.3808381303343618,4.947818689310342,2.136859722480998,9.165867497597242,2.837458178764712,High
5.384429957152847,3.4172914829882512,8.039765861285257,4.109415206492295,2.667979282879968,2.5776883603345726,Low
9.104702919149213,2.069529134392686,5.528814113878176,3.2277559470277373,4.553606698320856,3.5906894692650533,High
7.248751219725079,0.5540311269818827,6.46186444361003,2.235772499157594,7.3405321233299485,3.1708067842330805,Moderate
8.602716249921711,2.1240706340490587,6.899573912840013,5.827524346758348,0.956476128562673,2.932615991201105,High
5.63633104881341,0.6188401236228477,6.442916100812109,1.230601592315883,10.489624133807025,2.911687980053877,Low
6.048606806257026,1.0267025891391586,5.71349147804552,5.514940217461821,5.92369514424701,2.9493702778321613,High
7.087174263040651,3.856847465005841,5.319040043862387,2.5142956302117856,4.883359544319603,2.889362311251156,High
10.0253186015283,3.644109927585659,9.181452711609385,0.5404648676551337,0.7863901318011736,3.584016207905368,High
9.293797320713121,2.134890894633074,8.024327298713132,0.990093189549872,3.0587439195607162,3.2166157833617133,High
8.467362559433743,0.7028499750422452,6.768861602901514,2.4418259595345826,5.204757200333023,3.024115700871249,High
5.716084776522041,2.329603497087798,6.454217623210076,3.600899938900733,5.715979651030901,2.8362446719860372,Low
5.582221093422035,1.994117319328009,7.906836518549407,0.5322476347424026,8.111877368561053,2.7030398044744026,Low
5.320912036997394,4.131822556997475,6.9484544096219185,5.090686295071957,2.9940532359838468,2.7046538325158695,Low
6.289295230920745,2.799416470264666,9.07691483934361,3.490083843730825,2.5448554277568403,2.436170632511178,Low
6.410356478083999,3.699412565994795,9.130674299492556,4.021853448483328,0.0,2.84761918296992,Moderate
5.5089204494913036,2.866046486285197,9.691860195175495,1.1580716142043888,4.538044393457831,2.820110944779692,Low
8.018466752978403,3.409934842433175,5.673769133575573,4.8714925502200925,1.6098854271697745,3.1901185668290086,Low
5.8640848978165065,0.5521431350192322,5.747635405415297,4.948152527502698,6.599451842555147,2.9513032710035954,High
6.712627249833661,3.3102593333790824,6.883264421103725,4.882708178052577,2.2899381582484724,3.4228847139833793,Moderate
7.159212296527623,1.553547631779593,7.000311092416149,1.9230771460798322,6.357369221102571,3.155211469684023,Moderate
6.355278953655712,3.6741556441295424,6.904908868189183,3.3010958508528607,3.9478000152481307,3.2879948002200994,Moderate
9.542257761070639,2.495614348908618,5.703812514444636,5.547361056285991,0.42596336945689095,3.1241280782060423,High
5.512819681377401,3.0232384848331004,8.087855867507205,3.2613659215017226,3.767845819830062,3.1060638712849955,Low
9.58943871942338,3.063656871396411,5.654455599768139,1.7291078973045024,3.9929242476507456,3.581947455650054,High
5.333582083576915,2.2428109681718476,8.668761557232655,5.123539296632858,2.351926237263028,2.567103475071875,Low
6.827724263107331,3.2594164546197315,5.605989526084402,5.269250860582508,3.314653618869694,2.9085276870581716,High
8.95369600426966,0.48629496650251514,6.0957240474636905,4.3611143414582045,4.065176420654515,3.1409656355452515,High
8.611215492866004,2.5158714836604115,8.645902928833205,2.1233942265943107,1.8939532007896005,3.150942142745747,High
6.164801369635138,3.6032060385338722,7.775161973945732,2.4247778620782725,4.675836782676067,2.6444434461467172,Low
6.9366985491588915,3.744914936515431,5.664878623917644,3.9489595834274254,3.5944995740943533,3.5965192541156585,High
5.111635327990317,3.674054122090143,9.72009306420744,3.312641521853331,2.718701011803726,2.750581152577036,Low
8.710716919084716,3.779781294594776,8.149270211440824,0.7435603026192559,2.6413952239605183,3.694169113076955,High
7.063436740674542,3.175152027159135,9.951316141772702,3.7169870634335904,0.654701681455391,3.345159238400285,Moderate
7.213879130187776,0.7765870164249136,9.97855718015446,5.119652167698184,1.440896639155668,3.0700863219516434,Moderate
7.9066927830023355,1.6710228769001167,5.094491245737101,1.9146261840852512,7.491660519515705,3.427538122234861,High
8.769025527855485,0.0015036663076959638,6.890265368564443,2.3528533327347825,5.844058246838452,3.5366425148414757,High
6.736330500487609,1.3083797766467538,8.716538356844714,2.902404684042754,4.581354859935639,3.0300963144585777,Moderate
6.084320607176075,1.799880878921076,5.74045371990648,1.3504568220725903,9.416919990748827,2.378752696921073,High
9.51047670995048,1.441650891439594,7.814937528093744,3.1257428563059686,2.1162675172991614,3.4055504829302152,High
5.4724632951383265,2.5574842889163714,5.912695870662744,5.643109964159519,4.4479242536829044,2.7112236921264197,High
5.432868692114087,4.0445489829056145,7.631502130345821,3.4907079051588843,3.467571792775993,2.574207331169934,Low
5.163593721601608,3.1272934317358083,5.716559076698435,5.376150042944442,4.498380154431593,2.7070402172422434,Low
5.1570726344146145,1.7920481849675565,7.657756554685385,0.22141582448434716,8.771346726559447,2.690259871867354,Low
9.131946474171327,1.637387387906548,7.722932736402543,2.4787979142075938,3.3909193958686914,3.573396631408707,High
5.763996110502299,0.5845650035402853,9.39018017630872,5.525492055044742,2.404455991962266,2.468554957843659,Low
6.964935332411933,1.1640595907771691,8.276209072382521,2.7484120451446867,5.195396445145695,3.261448229687518,High
5.053391249850584,0.8646897882364327,6.096558440446027,3.957065160822497,7.834606164984585,3.046605061471595,Low
5.040193387239961,0.47909161738211803,9.063624577516173,1.2248660759366383,8.345497546712737,2.4965523806490815,Low
5.41843816545736,1.1285028150548102,8.862635506149273,4.881572355068502,3.833858760078324,2.9874946759456456,Low
9.373877713789453,1.7101319190637019,8.25601640800046,0.9810477138926024,4.019491290878572,3.5073850215007263,High
5.1742343120528815,0.3747819489796493,5.932778370442276,0.12160789215490327,12.992474769783753,2.706426348327078,Low
5.853599573613992,2.4370932570675556,7.3163867965940526,5.337516650980369,3.7635906908453927,2.7718860422639056,Low
6.452510294367832,1.6106511605187877,7.865727384715776,1.7159743899213402,6.460761911453914,3.1889218417269682,Moderate
8.388722850336013,1.6747312022244982,7.968486823205729,2.6746812117070826,3.7132638687201283,3.2824883024986113,High
8.75021529863921,0.6312845080973531,9.262497837925565,2.4316238377334516,2.7796938405225924,3.3452810486199436,High
9.185329442335743,3.3219030040224315,7.183562753605644,0.20528577587362518,4.26073291329389,3.53840031368954,High
8.274047661291553,0.9369363363193866,5.448644321919645,4.780955921663033,4.706034272285848,2.9217486276835682,High
10.233249240916013,1.989450509485284,6.087141912552564,1.7354817450935203,4.661192671009977,3.5343098866766622,High
6.719794164196863,2.18470269457271,8.319863137374513,4.594489007788368,2.22398879243137,2.745874956183058,Moderate
5.928278470977714,0.0,5.838706803261736,5.361131517806083,6.820232637032884,2.9466108679937433,High
7.83223797097898,2.489403713998843,5.89613741777531,5.655894208745495,2.4185135147405314,3.428676209602739,High
7.207820895492142,1.428333045782172,7.562317338077307,0.3559275538596009,7.649562406676162,3.155382593776471,Moderate
5.3261293812435015,2.5044466735043525,6.232081158731212,2.2510101670414513,7.627640912627476,2.648353351365361,Low
6.425392174674945,1.2692637366817325,8.77648977539131,1.9089954537142264,5.874734372015319,2.6945908365919915,Moderate
8.412365012389527,3.8269395931661174,8.618900795122578,0.5934927148466818,2.9663449517712324,3.748497116705902,High
5.194591268143616,1.0335645845321928,8.199971797239142,0.13890448419274962,9.745373535522607,3.3015601983607343,Low
6.807342599885522,3.06797072466645,5.321451419455698,0.5343789839567352,8.422018744457375,3.004570240562905,High
8.501595051185866,2.1881254998538666,8.15486239130391,2.193923559705318,2.959377153739664,3.474094099546038,High
9.033771643687018,2.6516149239142206,6.389744302879155,3.341244200551453,2.313700219435786,3.2333169472088823,High
6.6605200587851225,0.3572115179069458,9.71085118666711,0.375088234273151,6.354934410901585,2.9913998718969617,Low
6.0526905064033825,2.123871433135347,9.228909266643397,4.310148660324107,2.0091405895983345,3.0519784380184993,Low
8.991776273649421,2.5305702795281566,8.514283843869636,3.387066399176,0.3774912662928177,3.297075157856913,High
6.154460320810916,4.123367848659841,9.856249249692898,0.39752490184131256,3.957341899522596,2.633323157368322,Moderate
8.630358392377305,3.9938727681254766,5.811445523991279,3.4211310378217252,2.9557470644934027,3.0981667597047156,High
9.295773579041931,4.047978179469968,9.343245207432505,0.37108111741894473,0.3676438229518596,3.673526469469817,High
9.10581673974429,3.1964746879663566,6.264720420752776,3.73446562660437,0.5838695469348468,3.3703147663163073,High
6.139437933836519,0.5976187672392067,5.490028840708258,4.216216622815832,8.043577866355747,2.8502782117480434,High
6.924749300759733,2.953983118454286,5.377397562659433,1.6620723926207792,6.727803171462446,3.2554596408801153,High
6.410493761678842,2.419616533248261,9.391437568640688,3.5336041872331845,2.149282188053688,3.0721766666101344,Moderate
6.3404386676463655,0.11429491084617335,9.479185724692087,0.0,8.082388088304615,2.9565076020945593,Moderate
9.887918261282776,3.113234832570204,10.296612682640067,0.2025005452618488,0.7205767823183793,3.6903430287649215,High
8.871896083433283,1.4781600367188907,7.421334231787305,3.923785828410847,1.7152853192676991,3.1911693637975755,High
6.943083108147544,2.7420125083848523,6.011022462202705,0.6713821383359784,7.442726423060438,3.355777412643359,Moderate
6.8137706221672065,1.2375509360693746,6.501041365033984,1.4230601494451762,8.448069551252551,3.040269006322918,Moderate
6.7552351131903725,2.7644113384577933,6.041785177514368,5.5370083606617495,2.8040843848956802,3.0678760050433986,Moderate
8.834843850638824,0.545973296851392,7.022774398230148,5.442933604102547,2.863469231397616,3.349985824611771,High
8.125254357673839,0.8185397912851766,9.819563652857317,1.0245884766530573,4.039731426167967,3.332593298470959,Low
9.856950043879365,2.7297718940548625,7.949119948968295,1.8340600911289653,1.5397605799302851,3.3329786930570746,High
5.894180348409595,0.679750538275934,8.717404167734347,2.3247579333271537,6.144770226782987,2.7778917448821794,Moderate
5.240600961625944,4.076210178981498,9.390771384289991,5.089875689217316,0.0,3.095663229286232,Low
8.45827236491671,0.5622895456427501,9.104746608095853,1.3001647546055348,3.696677052213789,3.203351894885425,High
6.304203840556115,2.0734286198821184,7.948960627392953,3.264500092767841,4.300812353086214,2.7630327669766204,Moderate
9.331226522761854,3.660069448562203,9.406493057437629,1.1956113543304159,0.7937863445845463,3.327872721626003,High
8.300881296204812,2.1352480424790254,5.463426914301292,2.6753186847812755,5.493384516479938,2.971807984058703,High
8.438632779228064,2.059896856390895,5.340010606098255,1.3407731142586625,6.483829965666153,3.1832969141456586,Low
8.297236439487834,0.3851398772381896,9.38982596951429,3.295877108588822,3.138528908177364,3.7671379217298635,High
9.014830374985761,1.3264147077177482,8.282376551094565,2.80621893405377,2.067472176468287,3.254947015750048,Low
6.427748131616553,3.611061973352644,9.039007345908038,3.475173523483941,2.3299445752323207,3.089905562410867,Moderate
8.63889276354918,2.464743600649092,8.257993124502576,3.7611704196593267,0.7720957240396885,3.3690645257633194,High
5.808501661000721,3.486318539646862,9.401881563258629,0.5216104908795991,5.243626245146117,2.807290209816292,Low
6.914434933662704,2.926938276937105,5.723549798771333,5.009403358084727,3.303187925420392,3.0689966162207,High
9.109000449420998,1.9113453388552373,4.943551126363036,1.6576415294828026,5.910680049772792,3.4074978414645742,Low
8.245969039968685,1.0217842286242274,8.327246544684948,3.0941038752079715,3.323316145615731,3.223143985418145,High
9.084548376342058,0.42660318423404814,8.91193317813675,3.4228775395818465,2.7195296406889966,3.361031986610809,High
8.144359618297104,3.543571804621593,5.423691477783216,5.663788416880208,1.1325391131425462,3.3020026215203075,High
8.357116047305162,0.3790795087744657,6.589255140648671,4.110191003732224,5.091544716829215,3.285430163781529,High
6.5404802103176,2.443756929556821,5.076601926119645,5.222414705949519,4.190248159722309,2.877637898344786,High
9.769035329685048,4.075958371139493,8.66961849616092,0.0,1.3158348325417204,3.763417738246488,High
8.160489943983311,1.8434106160654853,6.369646883323735,5.98135076092858,1.3797821568898287,3.225687715691751,High
6.934853952603467,1.8378324024684243,5.871287215204761,4.787415004530573,4.523595521919753,2.896698350051354,High
5.332845340526525,2.6057569307047115,8.1761069791787,1.663253512834997,6.259391202785467,2.996664211552789,Low
9.872654825947112,0.5733152184576837,7.181272148160685,5.561962941593638,0.905739224922261,3.8198723952926077,High
6.935249212370907,1.11642208717457,9.930144883710147,2.5184927957884593,3.4174436224151465,2.838230402160745,Moderate
9.385619104327843,0.9163930514783272,5.752977735572107,0.0,7.414844092677674,3.1836685907726467,High
9.57280061845547,1.9039986437738252,9.859161221533833,0.7408898597464747,2.4959975047988445,3.6505655031609177,High
9.341491942169048,3.101330650006343,8.855996729496649,2.3761670106692994,0.6973063442031441,3.4862141606769743,High
5.685393288747182,0.20304621865808456,9.00165001192353,3.7151876538936395,5.21059194626626,3.1044144085611305,Low
9.054570901812022,2.113149877937631,5.49405652766942,0.7323461292735706,6.540216274018664,3.188345055734284,High
5.867494165915675,2.0546379788498936,5.288848517461759,3.3080871320878242,6.843902813002545,3.2656736411470164,High
6.270003755416111,3.1529847618948614,6.685665472330598,2.712030276616695,5.0129580573909935,2.8759284700333683,Moderate
7.944044340902853,1.245231598023401,8.353107923380273,5.458879473955299,1.2413394645891407,2.7561055860349652,Moderate
8.825576089348951,0.05596645194096364,7.53022687557096,0.8176392032003533,6.860879955336842,3.358214223059203,High
8.20907736366241,2.7144699394249,7.75246957249168,0.08344682487867579,5.358759409448521,3.005755345900894,High
6.775327453973358,2.11318006849674,5.397930042011149,1.9741578796736603,7.9559184232210685,2.7551444538911105,High
7.664056673343048,2.772446990062949,9.050135368445503,1.3026999436380955,3.677697974377096,3.085202537371052,Moderate
5.627690586366581,0.46800901246470233,7.820621530380781,4.226528783676223,5.340368101764881,2.9205834542854734,Low
8.645594751103134,3.6809976528405604,8.752467636888122,2.7515993637740097,0.6162009125718565,3.192330186235708,High
6.661177293297024,3.4509877006766394,5.4770128660504716,5.1996888018301615,3.3136249852010287,3.2640473291199292,High
7.258638307321638,2.3884349413141956,7.456200772029645,4.080496716983646,1.5751437342598527,3.114130384172801,Moderate
5.194935363604228,0.019229703438077034,6.1159164526570295,1.0787454022045788,11.258330827854838,2.7259804931115403,Low
9.713685678708499,1.236086159459178,6.062123362431827,4.8266317761116,1.9502461915289775,3.5742963080455574,High
8.407425850698033,2.1201995396050024,7.678959513993387,4.480094242215872,1.73802541955013,3.274409770790407,High
5.839298577530084,2.726654781926925,5.314043920449633,0.19256401782829097,9.781308729496052,2.870174385143336,High
6.285865616187735,2.002657137316021,9.311892061421768,4.228596562891766,2.5517457913137593,2.8426852366473145,Moderate
6.539297866728884,1.6733395720711626,10.319041417203785,0.5823694930859433,5.551824286012513,3.3173476017808468,Moderate
9.640468463441431,2.369651757632544,7.083928318109933,3.9284305869745815,1.0462613405459984,3.588045850809926,High
9.537974028886035,1.5537028130297021,6.569393066982529,3.350130735560389,2.9628825717561997,3.3997079569485797,High
9.501231824853331,0.7656397006293081,8.252416616260254,3.6803734314775074,1.9312567797944433,3.301723568802989,High
8.48915856505877,3.5022474769522978,5.989806873124815,1.2198920987414104,4.378364617800483,3.376284502818313,High
9.793983478720962,0.7275289273820952,9.404739291105699,2.3181920361824013,2.202944518145872,3.6057234404229,High
